direct,package,license,repository
recursive,@types/serve-static@1.15.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped
recursive,@types/tough-cookie@4.0.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped
recursive,abbrev@1.1.1,ISC,https://github.com/isaacs/abbrev-js
recursive,abort-controller@3.0.0,MIT,https://github.com/mysticatea/abort-controller
recursive,accepts@1.3.8,MIT,https://github.com/jshttp/accepts
recursive,agent-base@6.0.2,MIT,https://github.com/TooTallNate/node-agent-base
recursive,agent-base@7.1.0,MIT,https://github.com/TooTallNate/proxy-agents
recursive,agentkeepalive@4.5.0,MIT,https://github.com/node-modules/agentkeepalive
recursive,ansi-regex@5.0.1,MIT,https://github.com/chalk/ansi-regex
recursive,ansi-styles@4.3.0,MIT,https://github.com/chalk/ansi-styles
recursive,anymatch@3.1.3,ISC,https://github.com/micromatch/anymatch
recursive,array-flatten@1.1.1,MIT,https://github.com/blakeembrey/array-flatten
recursive,arrify@2.0.1,MIT,https://github.com/sindresorhus/arrify
recursive,async-retry@1.3.3,MIT,https://github.com/vercel/async-retry
recursive,async@3.2.5,MIT,https://github.com/caolan/async
recursive,asynckit@0.4.0,MIT,https://github.com/alexindigo/asynckit
recursive,axios@1.6.2,MIT,https://github.com/axios/axios
recursive,balanced-match@1.0.2,MIT,https://github.com/juliangruber/balanced-match
recursive,base-64@0.1.0,MIT,https://github.com/mathiasbynens/base64
recursive,base64-js@1.5.1,MIT,https://github.com/beatgammit/base64-js
recursive,bignumber.js@9.1.2,MIT,https://github.com/MikeMcl/bignumber.js
recursive,binary-extensions@2.2.0,MIT,https://github.com/sindresorhus/binary-extensions
recursive,body-parser@1.20.1,MIT,https://github.com/expressjs/body-parser
recursive,brace-expansion@1.1.11,MIT,https://github.com/juliangruber/brace-expansion
recursive,brace-expansion@2.0.1,MIT,https://github.com/juliangruber/brace-expansion
recursive,braces@3.0.2,MIT,https://github.com/micromatch/braces
recursive,buffer-equal-constant-time@1.0.1,BSD-3-Clause,https://github.com/goinstant/buffer-equal-constant-time
recursive,bufferutil@4.0.7,MIT,https://github.com/websockets/bufferutil
recursive,bytes@3.1.2,MIT,https://github.com/visionmedia/bytes.js
recursive,call-bind@1.0.2,MIT,https://github.com/ljharb/call-bind
recursive,chalk@4.1.2,MIT,https://github.com/chalk/chalk
recursive,chalk@5.3.0,MIT,https://github.com/chalk/chalk
recursive,charenc@0.0.2,BSD-3-Clause,https://github.com/pvorb/node-charenc
recursive,chokidar@3.5.3,MIT,https://github.com/paulmillr/chokidar
recursive,cliui@8.0.1,ISC,https://github.com/yargs/cliui
recursive,color-convert@2.0.1,MIT,https://github.com/Qix-/color-convert
recursive,color-name@1.1.4,MIT,https://github.com/colorjs/color-name
recursive,combined-stream@1.0.8,MIT,https://github.com/felixge/node-combined-stream
recursive,compressible@2.0.18,MIT,https://github.com/jshttp/compressible
recursive,concat-map@0.0.1,MIT,https://github.com/substack/node-concat-map
recursive,content-disposition@0.5.4,MIT,https://github.com/jshttp/content-disposition
recursive,content-type@1.0.5,MIT,https://github.com/jshttp/content-type
recursive,cookie-signature@1.0.6,MIT,https://github.com/visionmedia/node-cookie-signature
recursive,cookie@0.5.0,MIT,https://github.com/jshttp/cookie
recursive,crypt@0.0.2,BSD-3-Clause,https://github.com/pvorb/node-crypt
recursive,dayjs@1.11.10,MIT,https://github.com/iamkun/dayjs
recursive,debug@2.6.9,MIT,https://github.com/visionmedia/debug
recursive,debug@4.3.4,MIT,https://github.com/debug-js/debug
recursive,delayed-stream@1.0.0,MIT,https://github.com/felixge/node-delayed-stream
recursive,depd@2.0.0,MIT,https://github.com/dougwilson/nodejs-depd
recursive,destroy@1.2.0,MIT,https://github.com/stream-utils/destroy
recursive,diff@5.1.0,BSD-3-Clause,https://github.com/kpdecker/jsdiff
recursive,digest-fetch@1.3.0,ISC,https://github.com/devfans/digest-fetch
recursive,duplexify@4.1.2,MIT,https://github.com/mafintosh/duplexify
recursive,ecdsa-sig-formatter@1.0.11,Apache-2.0,https://github.com/Brightspace/node-ecdsa-sig-formatter
recursive,ee-first@1.1.1,MIT,https://github.com/jonathanong/ee-first
recursive,ejs@3.1.9,Apache-2.0,https://github.com/mde/ejs
recursive,emoji-regex@8.0.0,MIT,https://github.com/mathiasbynens/emoji-regex
recursive,encodeurl@1.0.2,MIT,https://github.com/pillarjs/encodeurl
recursive,end-of-stream@1.4.4,MIT,https://github.com/mafintosh/end-of-stream
recursive,ent@2.2.0,MIT,https://github.com/substack/node-ent
recursive,escalade@3.1.1,MIT,https://github.com/lukeed/escalade
recursive,escape-html@1.0.3,MIT,https://github.com/component/escape-html
recursive,etag@1.8.1,MIT,https://github.com/jshttp/etag
recursive,event-target-shim@5.0.1,MIT,https://github.com/mysticatea/event-target-shim
recursive,extend@3.0.2,MIT,https://github.com/justmoon/node-extend
recursive,fast-deep-equal@3.1.3,MIT,https://github.com/epoberezkin/fast-deep-equal
recursive,fast-xml-parser@4.3.2,MIT,https://github.com/NaturalIntelligence/fast-xml-parser
recursive,faye-websocket@0.11.4,Apache-2.0,https://github.com/faye/faye-websocket-node
recursive,filelist@1.0.4,Apache-2.0,https://github.com/mde/filelist
recursive,fill-range@7.0.1,MIT,https://github.com/jonschlinkert/fill-range
recursive,finalhandler@1.2.0,MIT,https://github.com/pillarjs/finalhandler
recursive,follow-redirects@1.15.3,MIT,https://github.com/follow-redirects/follow-redirects
recursive,form-data-encoder@1.7.2,MIT,https://github.com/octet-stream/form-data-encoder
recursive,form-data@2.5.1,MIT,https://github.com/form-data/form-data
recursive,form-data@4.0.0,MIT,https://github.com/form-data/form-data
recursive,formdata-node@4.4.1,MIT,https://github.com/octet-stream/form-data
recursive,forwarded@0.2.0,MIT,https://github.com/jshttp/forwarded
recursive,fresh@0.5.2,MIT,https://github.com/jshttp/fresh
recursive,fsevents@2.3.3,MIT,https://github.com/fsevents/fsevents
recursive,function-bind@1.1.1,MIT,https://github.com/Raynos/function-bind
recursive,functional-red-black-tree@1.0.1,MIT,https://github.com/mikolalysenko/functional-red-black-tree
recursive,gaxios@6.1.1,Apache-2.0,https://github.com/googleapis/gaxios
recursive,gcp-metadata@6.1.0,Apache-2.0,https://github.com/googleapis/gcp-metadata
recursive,get-caller-file@2.0.5,ISC,https://github.com/stefanpenner/get-caller-file
recursive,get-intrinsic@1.2.1,MIT,https://github.com/ljharb/get-intrinsic
recursive,glob-parent@5.1.2,ISC,https://github.com/gulpjs/glob-parent
recursive,google-auth-library@9.4.1,Apache-2.0,https://github.com/googleapis/google-auth-library-nodejs
recursive,google-gax@4.0.5,Apache-2.0,https://github.com/googleapis/gax-nodejs
recursive,gtoken@7.0.1,MIT,https://github.com/google/node-gtoken
recursive,has-flag@3.0.0,MIT,https://github.com/sindresorhus/has-flag
recursive,has-flag@4.0.0,MIT,https://github.com/sindresorhus/has-flag
recursive,has-proto@1.0.1,MIT,https://github.com/inspect-js/has-proto
recursive,has-symbols@1.0.3,MIT,https://github.com/inspect-js/has-symbols
recursive,has@1.0.4,MIT,https://github.com/tarruda/has
recursive,http-errors@2.0.0,MIT,https://github.com/jshttp/http-errors
recursive,http-parser-js@0.5.8,MIT,https://github.com/creationix/http-parser-js
recursive,http-proxy-agent@5.0.0,MIT,https://github.com/TooTallNate/node-http-proxy-agent
recursive,https-proxy-agent@5.0.1,MIT,https://github.com/TooTallNate/node-https-proxy-agent
recursive,https-proxy-agent@7.0.2,MIT,https://github.com/TooTallNate/proxy-agents
recursive,humanize-ms@1.2.1,MIT,https://github.com/node-modules/humanize-ms
recursive,iconv-lite@0.4.24,MIT,https://github.com/ashtuchkin/iconv-lite
recursive,idb@7.0.1,ISC,https://github.com/jakearchibald/idb
recursive,idb@7.1.1,ISC,https://github.com/jakearchibald/idb
recursive,ignore-by-default@1.0.1,ISC,https://github.com/novemberborn/ignore-by-default
recursive,inherits@2.0.4,ISC,https://github.com/isaacs/inherits
recursive,ipaddr.js@1.9.1,MIT,https://github.com/whitequark/ipaddr.js
recursive,is-binary-path@2.1.0,MIT,https://github.com/sindresorhus/is-binary-path
recursive,is-buffer@1.1.6,MIT,https://github.com/feross/is-buffer
recursive,is-extglob@2.1.1,MIT,https://github.com/jonschlinkert/is-extglob
recursive,is-fullwidth-code-point@3.0.0,MIT,https://github.com/sindresorhus/is-fullwidth-code-point
recursive,is-glob@4.0.3,MIT,https://github.com/micromatch/is-glob
recursive,is-number@7.0.0,MIT,https://github.com/jonschlinkert/is-number
recursive,is-stream@2.0.1,MIT,https://github.com/sindresorhus/is-stream
recursive,jake@10.8.7,Apache-2.0,https://github.com/jakejs/jake
recursive,jose@4.15.4,MIT,https://github.com/panva/jose
recursive,json-bigint@1.0.0,MIT,https://github.com/sidorares/json-bigint
recursive,jsonwebtoken@9.0.2,MIT,https://github.com/auth0/node-jsonwebtoken
recursive,jwa@1.4.1,MIT,https://github.com/brianloveswords/node-jwa
recursive,jwa@2.0.0,MIT,https://github.com/brianloveswords/node-jwa
recursive,jwks-rsa@3.1.0,MIT,https://github.com/auth0/node-jwks-rsa
recursive,jws@3.2.2,MIT,https://github.com/brianloveswords/node-jws
recursive,jws@4.0.0,MIT,https://github.com/brianloveswords/node-jws
recursive,limiter@1.1.5,MIT,https://github.com/jhurliman/node-rate-limiter
recursive,lodash.camelcase@4.3.0,MIT,https://github.com/lodash/lodash
recursive,lodash.clonedeep@4.5.0,MIT,https://github.com/lodash/lodash
recursive,lodash.includes@4.3.0,MIT,https://github.com/lodash/lodash
recursive,lodash.isboolean@3.0.3,MIT,https://github.com/lodash/lodash
recursive,lodash.isinteger@4.0.4,MIT,https://github.com/lodash/lodash
recursive,lodash.isnumber@3.0.3,MIT,https://github.com/lodash/lodash
recursive,lodash.isplainobject@4.0.6,MIT,https://github.com/lodash/lodash
recursive,lodash.isstring@4.0.1,MIT,https://github.com/lodash/lodash
recursive,lodash.once@4.1.1,MIT,https://github.com/lodash/lodash
recursive,long@5.2.3,Apache-2.0,https://github.com/dcodeIO/long.js
recursive,lru-cache@4.0.2,ISC,https://github.com/isaacs/node-lru-cache
recursive,lru-cache@6.0.0,ISC,https://github.com/isaacs/node-lru-cache
recursive,lru-memoizer@2.2.0,MIT,https://github.com/jfromaniello/lru-memoizer
recursive,md5@2.3.0,BSD-3-Clause,https://github.com/pvorb/node-md5
recursive,media-typer@0.3.0,MIT,https://github.com/jshttp/media-typer
recursive,merge-descriptors@1.0.1,MIT,https://github.com/component/merge-descriptors
recursive,methods@1.1.2,MIT,https://github.com/jshttp/methods
recursive,mime-db@1.52.0,MIT,https://github.com/jshttp/mime-db
recursive,mime-types@2.1.35,MIT,https://github.com/jshttp/mime-types
recursive,mime@1.6.0,MIT,https://github.com/broofa/node-mime
recursive,mime@3.0.0,MIT,https://github.com/broofa/mime
recursive,minimatch@3.1.2,ISC,https://github.com/isaacs/minimatch
recursive,minimatch@5.1.6,ISC,https://github.com/isaacs/minimatch
recursive,ms@2.0.0,MIT,https://github.com/zeit/ms
recursive,ms@2.1.2,MIT,https://github.com/zeit/ms
recursive,ms@2.1.3,MIT,https://github.com/vercel/ms
recursive,negotiator@0.6.3,MIT,https://github.com/jshttp/negotiator
recursive,node-domexception@1.0.0,MIT,https://github.com/jimmywarting/node-domexception
recursive,node-forge@1.3.1,(BSD-3-Clause OR GPL-2.0),https://github.com/digitalbazaar/forge
recursive,node-gyp-build@4.6.1,MIT,https://github.com/prebuild/node-gyp-build
recursive,nopt@1.0.10,MIT,https://github.com/isaacs/nopt
recursive,normalize-path@3.0.0,MIT,https://github.com/jonschlinkert/normalize-path
recursive,object-hash@3.0.0,MIT,https://github.com/puleos/object-hash
recursive,object-inspect@1.12.3,MIT,https://github.com/inspect-js/object-inspect
recursive,on-finished@2.4.1,MIT,https://github.com/jshttp/on-finished
recursive,once@1.4.0,ISC,https://github.com/isaacs/once
recursive,p-limit@3.1.0,MIT,https://github.com/sindresorhus/p-limit
recursive,parseurl@1.3.3,MIT,https://github.com/pillarjs/parseurl
recursive,path-to-regexp@0.1.7,MIT,https://github.com/component/path-to-regexp
recursive,picomatch@2.3.1,MIT,https://github.com/micromatch/picomatch
recursive,proto3-json-serializer@2.0.0,Apache-2.0,https://github.com/googleapis/proto3-json-serializer-nodejs
recursive,protobufjs@7.2.5,BSD-3-Clause,https://github.com/protobufjs/protobuf.js
recursive,proxy-addr@2.0.7,MIT,https://github.com/jshttp/proxy-addr
recursive,proxy-from-env@1.1.0,MIT,https://github.com/Rob--W/proxy-from-env
recursive,pseudomap@1.0.2,ISC,https://github.com/isaacs/pseudomap
recursive,pstree.remy@1.1.8,MIT,https://github.com/remy/pstree
recursive,qs@6.11.0,BSD-3-Clause,https://github.com/ljharb/qs
recursive,querystringify@2.2.0,MIT,https://github.com/unshiftio/querystringify
recursive,range-parser@1.2.1,MIT,https://github.com/jshttp/range-parser
recursive,raw-body@2.5.1,MIT,https://github.com/stream-utils/raw-body
recursive,readable-stream@3.6.2,MIT,https://github.com/nodejs/readable-stream
recursive,readdirp@3.6.0,MIT,https://github.com/paulmillr/readdirp
recursive,require-directory@2.1.1,MIT,https://github.com/troygoode/node-require-directory
recursive,requires-port@1.0.0,MIT,https://github.com/unshiftio/requires-port
recursive,retry-request@7.0.1,MIT,https://github.com/stephenplusplus/retry-request
recursive,retry@0.13.1,MIT,https://github.com/tim-kos/node-retry
recursive,safe-buffer@5.2.1,MIT,https://github.com/feross/safe-buffer
recursive,safer-buffer@2.1.2,MIT,https://github.com/ChALkeR/safer-buffer
recursive,scmp@2.1.0,BSD-3-Clause,https://github.com/freewil/scmp
recursive,semver@7.5.4,ISC,https://github.com/npm/node-semver
recursive,send@0.18.0,MIT,https://github.com/pillarjs/send
recursive,serve-static@1.15.0,MIT,https://github.com/expressjs/serve-static
recursive,setprototypeof@1.2.0,ISC,https://github.com/wesleytodd/setprototypeof
recursive,shell-quote@1.8.1,MIT,https://github.com/ljharb/shell-quote
recursive,side-channel@1.0.4,MIT,https://github.com/ljharb/side-channel
recursive,simple-update-notifier@2.0.0,MIT,https://github.com/alexbrazier/simple-update-notifier
recursive,statuses@2.0.1,MIT,https://github.com/jshttp/statuses
recursive,stream-events@1.0.5,MIT,https://github.com/stephenplusplus/stream-events
recursive,stream-shift@1.0.1,MIT,https://github.com/mafintosh/stream-shift
recursive,string-width@4.2.3,MIT,https://github.com/sindresorhus/string-width
recursive,string_decoder@1.3.0,MIT,https://github.com/nodejs/string_decoder
recursive,strip-ansi@6.0.1,MIT,https://github.com/chalk/strip-ansi
recursive,strnum@1.0.5,MIT,https://github.com/NaturalIntelligence/strnum
recursive,stubs@3.0.0,MIT,https://github.com/stephenplusplus/stubs
recursive,supports-color@5.5.0,MIT,https://github.com/chalk/supports-color
recursive,supports-color@7.2.0,MIT,https://github.com/chalk/supports-color
recursive,teeny-request@9.0.0,Apache-2.0,https://github.com/googleapis/teeny-request
recursive,text-decoding@1.0.0,MIT,https://github.com/idiocc/text-decoding
recursive,to-regex-range@5.0.1,MIT,https://github.com/micromatch/to-regex-range
recursive,toidentifier@1.0.1,MIT,https://github.com/component/toidentifier
recursive,touch@3.1.0,ISC,https://github.com/isaacs/node-touch
recursive,tr46@0.0.3,MIT,https://github.com/Sebmaster/tr46.js
recursive,tslib@2.6.2,0BSD,https://github.com/Microsoft/tslib
recursive,type-is@1.6.18,MIT,https://github.com/jshttp/type-is
recursive,undefsafe@2.0.5,MIT,https://github.com/remy/undefsafe
recursive,undici-types@5.26.5,MIT,https://github.com/nodejs/undici
recursive,undici@5.26.5,MIT,https://github.com/nodejs/undici
recursive,unpipe@1.0.0,MIT,https://github.com/stream-utils/unpipe
recursive,url-parse@1.5.10,MIT,https://github.com/unshiftio/url-parse
recursive,utf-8-validate@5.0.10,MIT,https://github.com/websockets/utf-8-validate
recursive,util-deprecate@1.0.2,MIT,https://github.com/TooTallNate/util-deprecate
recursive,utils-merge@1.0.1,MIT,https://github.com/jaredhanson/utils-merge
recursive,uuid@8.3.2,MIT,https://github.com/uuidjs/uuid
recursive,vary@1.1.2,MIT,https://github.com/jshttp/vary
recursive,web-streams-polyfill@3.2.1,MIT,https://github.com/MattiasBuelens/web-streams-polyfill
recursive,web-streams-polyfill@4.0.0-beta.3,MIT,https://github.com/MattiasBuelens/web-streams-polyfill
recursive,webidl-conversions@3.0.1,BSD-2-Clause,https://github.com/jsdom/webidl-conversions
recursive,websocket-driver@0.7.4,Apache-2.0,https://github.com/faye/websocket-driver-node
recursive,websocket-extensions@0.1.4,Apache-2.0,https://github.com/faye/websocket-extensions-node
recursive,whatwg-url@5.0.0,MIT,https://github.com/jsdom/whatwg-url
recursive,wrap-ansi@7.0.0,MIT,https://github.com/chalk/wrap-ansi
recursive,wrappy@1.0.2,ISC,https://github.com/npm/wrappy
recursive,ws@7.5.9,MIT,https://github.com/websockets/ws
recursive,xmlbuilder@13.0.2,MIT,https://github.com/oozcitak/xmlbuilder-js
recursive,y18n@5.0.8,ISC,https://github.com/yargs/y18n
recursive,yallist@2.1.2,ISC,https://github.com/isaacs/yallist
recursive,yallist@4.0.0,ISC,https://github.com/isaacs/yallist
recursive,yargs-parser@21.1.1,ISC,https://github.com/yargs/yargs-parser
recursive,yargs@17.7.2,MIT,https://github.com/yargs/yargs
recursive,yocto-queue@0.1.0,MIT,https://github.com/sindresorhus/yocto-queue
